image,set,label
100078800.png,train,Rost/Strassenrost
100168500.png,train,Gussbeton/Pickelloch belueftet
100080200.png,train,Gussbeton/Pickelloch geschlossen
100057400.png,train,Rost/Strassenrost
100216800.png,train,Vollguss/Handgriff geschlossen
100160600.png,train,Vollguss/Pickelloch geschlossen
100092600.png,train,Rost/Strassenrost
100093600.png,train,Vollguss/Pickelloch geschlossen
100022300.png,train,Gussbeton/Pickelloch belueftet
100142800.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100053300.png,train,Vollguss/Pickelloch belueftet
100033900.png,train,Gussbeton/Handgriff seitlich
100043600.png,train,Rost/Strassenrost
100008400.png,train,Vollguss/Pickelloch belueftet
100127300.png,train,Rost/Strassenrost
100181600.png,train,Rost/Strassenrost
100143700.png,train,Andere/-
100197200.png,train,Rost/Einlauf rund
100108200.png,train,Rost/Einlauf rund
100065700.png,train,Vollguss/Pickelloch geschlossen
100099200.png,train,Rost/Strassenrost
100112000.png,train,Gussbeton/Handgriff seitlich
100040000.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100088100.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100023800.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100000700.png,train,Rost/Strassenrost
100122900.png,train,Rost/Strassenrost
100121400.png,train,Gussbeton/Pickelloch belueftet
100192800.png,train,Gussbeton/Pickelloch belueftet
100199400.png,train,Gussbeton/Pickelloch geschlossen
100041500.png,train,Andere/-
100124300.png,train,Vollguss/Handgriff geschlossen
100135600.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100049400.png,train,Vollguss/Handgriff geschlossen
100195400.png,train,Vollguss/Handgriff geschlossen
100006200.png,train,Vollguss/Pickelloch geschlossen
100080100.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100084700.png,train,Gussbeton/Pickelloch belueftet
100034200.png,train,Gussbeton/Pickelloch belueftet
100130500.png,train,Andere/-
100018700.png,train,Rost/Strassenrost
100127700.png,train,Vollguss/Handgriff geschlossen
100024200.png,train,Vollguss/Pickelloch belueftet
100099800.png,train,Rost/Strassenrost
100158900.png,train,Rost/Strassenrost
100186200.png,train,Vollguss/Pickelloch geschlossen
100098800.png,train,Vollguss/Handgriff geschlossen
100043100.png,train,Rost/Strassenrost
100036600.png,train,Rost/Strassenrost
100216500.png,train,Rost/Strassenrost
100023200.png,train,Rost/Strassenrost
100205400.png,train,Gussbeton/Pickelloch geschlossen
100005300.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100185200.png,train,Rost/Strassenrost
100062700.png,train,Vollguss/Handgriff geschlossen
100160900.png,train,Vollguss/Pickelloch geschlossen
100049500.png,train,Rost/Strassenrost
100120900.png,train,Vollguss/Handgriff geschlossen
100035300.png,train,Andere/-
100204800.png,train,Andere/-
100102600.png,train,Vollguss/Handgriff geschlossen
100110900.png,train,Rost/Einlauf rund
100006900.png,train,Gussbeton/Pickelloch belueftet
100137200.png,train,Gussbeton/Handgriff seitlich
100024900.png,train,Rost/Strassenrost
100185300.png,train,Vollguss/Handgriff geschlossen
100081900.png,train,Vollguss/Handgriff geschlossen
100026500.png,train,Andere/-
100002600.png,train,Vollguss/Pickelloch geschlossen
100090000.png,train,Vollguss/Pickelloch geschlossen
100180200.png,train,Vollguss/Pickelloch geschlossen
100200000.png,train,Gussbeton/Pickelloch belueftet
100207900.png,train,Gussbeton/Handgriff mitte
100196300.png,train,Rost/Strassenrost
100030800.png,train,Vollguss/Pickelloch geschlossen
100110100.png,train,Gussbeton/Pickelloch geschlossen
100099000.png,train,Vollguss/Handgriff geschlossen
100027900.png,train,Gussbeton/Pickelloch belueftet
100145400.png,train,Rost/Strassenrost
100112300.png,train,Vollguss/Handgriff geschlossen
100196600.png,train,Gussbeton/Pickelloch geschlossen
100163000.png,train,Gussbeton/Pickelloch geschlossen
100090600.png,train,Gussbeton/Pickelloch geschlossen
100066400.png,train,Vollguss/Pickelloch geschlossen
100134600.png,train,Rost/Strassenrost
100168700.png,train,Vollguss/Pickelloch geschlossen
100128200.png,train,Vollguss/Pickelloch geschlossen
100213900.png,train,Vollguss/Handgriff geschlossen
100144900.png,train,Vollguss/Handgriff geschlossen
100012600.png,train,Rost/Strassenrost
100193900.png,train,Gussbeton/Pickelloch belueftet
100121800.png,train,Vollguss/Handgriff geschlossen
100180800.png,train,Rost/Strassenrost
100000500.png,train,Vollguss/Handgriff geschlossen
100083700.png,train,Rost/Strassenrost
100056000.png,train,Vollguss/Handgriff geschlossen
100216600.png,train,Vollguss/Pickelloch geschlossen
100042600.png,train,Rost/Einlauf rund
100112500.png,train,Vollguss/Pickelloch belueftet
100149400.png,train,Rost/Strassenrost
100131700.png,train,Vollguss/Handgriff geschlossen
100059600.png,train,Rost/Einlauf rund
100053700.png,train,Vollguss/Pickelloch geschlossen
100020600.png,train,Vollguss/Handgriff geschlossen
100192700.png,train,Gussbeton/Pickelloch geschlossen
100199300.png,train,Vollguss/Pickelloch geschlossen
100201300.png,train,Vollguss/Pickelloch belueftet
100020700.png,train,Vollguss/Pickelloch geschlossen
100131300.png,train,Vollguss/Handgriff geschlossen
100192500.png,train,Vollguss/Pickelloch geschlossen
100078400.png,train,Rost/Strassenrost
100187900.png,train,Gussbeton/Pickelloch geschlossen
100129000.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100051100.png,train,Rost/Strassenrost
100086700.png,train,Vollguss/Pickelloch geschlossen
100191700.png,train,Gussbeton/Pickelloch belueftet
100157400.png,train,Vollguss/Handgriff geschlossen
100213000.png,train,Rost/Strassenrost
100191100.png,train,Gussbeton/Pickelloch belueftet
100015500.png,train,Andere/-
100105500.png,train,Rost/Strassenrost
100092400.png,train,Vollguss/Pickelloch geschlossen
100023000.png,train,Rost/Strassenrost
100198600.png,train,Vollguss/Handgriff geschlossen
100112400.png,train,Vollguss/Handgriff geschlossen
100107300.png,train,Vollguss/Pickelloch belueftet
100193600.png,train,Rost/Strassenrost
100070100.png,train,Rost/Strassenrost
100104300.png,train,Vollguss/Pickelloch geschlossen
100078500.png,train,Vollguss/Pickelloch geschlossen
100164200.png,train,Rost/Strassenrost
100197800.png,train,Rost/Strassenrost
100044100.png,train,Rost/Strassenrost
100068800.png,train,Rost/Strassenrost
100007600.png,train,Rost/Strassenrost
100007400.png,train,Vollguss/Handgriff geschlossen
100003000.png,train,Gussbeton/Handgriff seitlich
100050800.png,train,Andere/-
100209400.png,train,Rost/Strassenrost
100035400.png,train,Vollguss/Pickelloch geschlossen
100001400.png,train,Vollguss/Pickelloch geschlossen
100009900.png,train,Andere/-
100008600.png,train,Vollguss/Handgriff geschlossen
100011300.png,train,Vollguss/Pickelloch geschlossen
100151700.png,train,Vollguss/Pickelloch geschlossen
100037800.png,train,Rost/Einlauf rund
100216000.png,train,Rost/Strassenrost
100069500.png,train,Gussbeton/Handgriff mitte
100130600.png,train,Vollguss/Pickelloch geschlossen
100105900.png,train,Andere/-
100047200.png,train,Gussbeton/Pickelloch geschlossen
100168600.png,train,Vollguss/Handgriff geschlossen
100145700.png,train,Rost/Strassenrost
100116800.png,train,Vollguss/Pickelloch geschlossen
100098100.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100100500.png,train,Vollguss/Pickelloch belueftet
100095900.png,train,Vollguss/Pickelloch belueftet
100133200.png,train,Gussbeton/Pickelloch geschlossen
100094200.png,train,Vollguss/Pickelloch geschlossen
100133600.png,train,Rost/Strassenrost
100183900.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100186400.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100069700.png,train,Vollguss/Pickelloch geschlossen
100047400.png,train,Rost/Strassenrost
100057700.png,train,Gussbeton/Pickelloch geschlossen
100061500.png,train,Vollguss/Pickelloch belueftet
100178200.png,train,Rost/Strassenrost
100202000.png,train,Rost/Strassenrost
100031600.png,train,Rost/Strassenrost
100211600.png,train,Rost/Strassenrost
100057600.png,train,Rost/Strassenrost
100110000.png,train,Vollguss/Handgriff geschlossen
100097700.png,train,Vollguss/Pickelloch geschlossen
100060200.png,train,Rost/Einlauf rund
100148500.png,train,Vollguss/Pickelloch geschlossen
100203600.png,train,Vollguss/Handgriff geschlossen
100071700.png,train,Vollguss/Pickelloch geschlossen
100099900.png,train,Gussbeton/Pickelloch geschlossen
100053900.png,train,Gussbeton/Pickelloch geschlossen
100095800.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100155200.png,train,Vollguss/Pickelloch geschlossen
100059700.png,train,Vollguss/Aufklappbar
100046400.png,train,Gussbeton/Pickelloch geschlossen
100032400.png,train,Vollguss/Pickelloch geschlossen
100150700.png,train,Vollguss/Handgriff geschlossen
100127400.png,train,Rost/Einlauf rund
100175300.png,train,Rost/Strassenrost
100164600.png,train,Rost/Strassenrost
100130700.png,train,Gussbeton/Pickelloch geschlossen
100071100.png,train,Vollguss/Handgriff geschlossen
100096900.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100085700.png,train,Andere/-
100070200.png,train,Andere/-
100021500.png,train,Gussbeton/Pickelloch belueftet
100142500.png,train,Gussbeton/Pickelloch geschlossen
100146900.png,train,Vollguss/Handgriff geschlossen
100130800.png,train,Rost/Strassenrost
100066000.png,train,Vollguss/Handgriff geschlossen
100214700.png,train,Vollguss/Handgriff geschlossen
100208300.png,train,Vollguss/Pickelloch belueftet
100008100.png,train,Vollguss/Pickelloch belueftet
100171900.png,train,Andere/-
100146800.png,train,Andere/-
100122300.png,train,Rost/Strassenrost
100006300.png,train,Rost/Strassenrost
100075400.png,train,Vollguss/Handgriff geschlossen
100081400.png,train,Gussbeton/Pickelloch geschlossen
100068300.png,train,Vollguss/Pickelloch geschlossen
100078700.png,train,Rost/Strassenrost
100136200.png,train,Rost/Strassenrost
100166700.png,train,Rost/Strassenrost
100061400.png,train,Vollguss/Handgriff geschlossen
100046000.png,train,Rost/Strassenrost
100142900.png,train,Vollguss/Pickelloch geschlossen
100051700.png,train,Vollguss/Pickelloch geschlossen
100055800.png,train,Rost/Strassenrost
100144800.png,train,Vollguss/Handgriff geschlossen
100199000.png,train,Vollguss/Handgriff geschlossen
100088500.png,train,Gussbeton/Handgriff seitlich
100153400.png,train,Vollguss/Pickelloch geschlossen
100176800.png,train,Vollguss/Pickelloch geschlossen
100097400.png,train,Rost/Strassenrost
100054700.png,train,Rost/Strassenrost
100188200.png,train,Vollguss/Handgriff geschlossen
100164100.png,train,Rost/Strassenrost
100015200.png,train,Gussbeton/Pickelloch belueftet
100023900.png,train,Gussbeton/Pickelloch geschlossen
100003800.png,train,Vollguss/Handgriff geschlossen
100087000.png,train,Gussbeton/Pickelloch geschlossen
100026200.png,train,Andere/-
100095500.png,train,Gussbeton/Pickelloch geschlossen
100038800.png,train,Rost/Strassenrost
100125000.png,train,Gussbeton/Pickelloch belueftet
100070300.png,train,Rost/Strassenrost
100089200.png,train,Andere/-
100055300.png,train,Andere/-
100058300.png,train,Rost/Strassenrost
100170300.png,train,Rost/Strassenrost gewoelbt
100111400.png,train,Vollguss/Pickelloch geschlossen
100150300.png,train,Andere/-
100068200.png,train,Rost/Strassenrost
100154000.png,train,Rost/Einlauf rund
100077100.png,train,Vollguss/Handgriff geschlossen
100080900.png,train,Rost/Strassenrost
100097300.png,train,Rost/Strassenrost
100217600.png,train,Gussbeton/Pickelloch geschlossen
100209600.png,train,Rost/Strassenrost
100083300.png,train,Gussbeton/Handgriff seitlich
100215100.png,train,Vollguss/Aufklappbar
100148600.png,train,Vollguss/Pickelloch geschlossen
100166400.png,train,Vollguss/Handgriff geschlossen
100103900.png,train,Andere/-
100043400.png,train,Vollguss/Handgriff geschlossen
100005200.png,train,Vollguss/Handgriff geschlossen
100170900.png,train,Rost/Strassenrost
100007100.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100030700.png,train,Gussbeton/Pickelloch geschlossen
100019500.png,train,Vollguss/Handgriff geschlossen
100049700.png,train,Gussbeton/Pickelloch geschlossen
100185700.png,train,Rost/Einlauf rund
100024000.png,train,Rost/Einlauf rund
100090700.png,train,Rost/Strassenrost
100063500.png,train,Rost/Strassenrost
100086500.png,train,Vollguss/Handgriff geschlossen
100038700.png,train,Rost/Strassenrost
100054800.png,train,Rost/Strassenrost
100039100.png,train,Gussbeton/Pickelloch belueftet
100201000.png,train,Vollguss/Handgriff geschlossen
100059000.png,train,Vollguss/Pickelloch belueftet
100088000.png,train,Gussbeton/Pickelloch geschlossen
100210200.png,train,Gussbeton/Pickelloch geschlossen
100113500.png,train,Vollguss/Handgriff geschlossen
100099500.png,train,Rost/Strassenrost
100168000.png,train,Vollguss/Handgriff geschlossen
100176700.png,train,Gussbeton/Pickelloch belueftet
100141200.png,train,Vollguss/Pickelloch belueftet
100101200.png,train,Gussbeton/Handgriff seitlich
100008700.png,train,Vollguss/Pickelloch geschlossen
100097000.png,train,Rost/Strassenrost
100201800.png,train,Rost/Strassenrost
100005800.png,train,Vollguss/Pickelloch geschlossen
100110500.png,train,Vollguss/Handgriff geschlossen
100047600.png,train,Rost/Strassenrost
100001300.png,train,Vollguss/Pickelloch belueftet
100014800.png,train,Vollguss/Pickelloch geschlossen
100011200.png,train,Vollguss/Pickelloch geschlossen
100170100.png,train,Vollguss/Pickelloch geschlossen
100076500.png,train,Vollguss/Pickelloch geschlossen
100148900.png,train,Vollguss/Pickelloch geschlossen
100056200.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100025200.png,train,Rost/Strassenrost
100034800.png,train,Gussbeton/Pickelloch belueftet
100029300.png,train,Gussbeton/Handgriff seitlich
100021900.png,train,Gussbeton/Pickelloch geschlossen
100004900.png,train,Andere/-
100131800.png,train,Vollguss/Handgriff geschlossen
100190500.png,train,Rost/Strassenrost
100200800.png,train,Vollguss/Pickelloch belueftet
100078600.png,train,Vollguss/Pickelloch geschlossen
100141300.png,train,Rost/Strassenrost
100058100.png,train,Vollguss/Handgriff geschlossen
100065200.png,train,Vollguss/Handgriff geschlossen
100019000.png,train,Gussbeton/Handgriff mitte
100096500.png,train,Gussbeton/Pickelloch belueftet
100136500.png,train,Gussbeton/Pickelloch geschlossen
100213300.png,train,Rost/Strassenrost
100210300.png,train,Vollguss/Pickelloch geschlossen
100159500.png,train,Vollguss/Handgriff geschlossen
100123700.png,train,Vollguss/Handgriff geschlossen
100013100.png,train,Rost/Strassenrost
100180100.png,train,Rost/Einlauf rund
100100000.png,train,Rost/Strassenrost gewoelbt
100192400.png,train,Rost/Einlauf rund
100031500.png,train,Rost/Strassenrost
100199500.png,train,Vollguss/Handgriff geschlossen
100077800.png,train,Rost/Einlauf rund
100114400.png,train,Gussbeton/Pickelloch geschlossen
100154900.png,train,Rost/Strassenrost
100058400.png,train,Gussbeton/Handgriff seitlich
100151300.png,train,Vollguss/Pickelloch belueftet
100032300.png,train,Gussbeton/Handgriff mitte
100074200.png,train,Vollguss/Pickelloch geschlossen
100115200.png,train,Vollguss/Handgriff geschlossen
100012900.png,train,Vollguss/Handgriff geschlossen
100190600.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100203400.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100109300.png,train,Vollguss/Handgriff geschlossen
100104700.png,train,Andere/-
100101900.png,train,Vollguss/Pickelloch belueftet
100141800.png,train,Vollguss/Pickelloch geschlossen
100027600.png,train,Rost/Einlauf rund
100004700.png,train,Rost/Strassenrost
100044600.png,train,Vollguss/Handgriff geschlossen
100217300.png,train,Vollguss/Pickelloch geschlossen
100125700.png,train,Rost/Strassenrost
100104600.png,train,"Vollguss/Handgriff geschlossen, verschraubt"
100073700.png,train,Gussbeton/Pickelloch geschlossen
100128500.png,train,Rost/Strassenrost
100064200.png,train,Rost/Strassenrost
100128700.png,train,Vollguss/Pickelloch belueftet
100137700.png,train,Rost/Einlauf rund
100175800.png,train,Gussbeton/Handgriff mitte
100186900.png,train,Vollguss/Handgriff geschlossen
100096300.png,train,Gussbeton/Pickelloch geschlossen
100129100.png,train,Vollguss/Pickelloch geschlossen
100212400.png,train,Gussbeton/Pickelloch belueftet
100059900.png,train,Vollguss/Handgriff geschlossen
100192200.png,train,Rost/Strassenrost
100080700.png,train,Rost/Strassenrost
100113800.png,train,Vollguss/Pickelloch geschlossen
100118600.png,train,Vollguss/Pickelloch geschlossen
100092300.png,train,Rost/Strassenrost
100058800.png,train,Gussbeton/Pickelloch geschlossen
100058200.png,train,Rost/Strassenrost
100120700.png,train,Vollguss/Handgriff geschlossen
100028100.png,train,Andere/-
100211200.png,train,Rost/Strassenrost gewoelbt
100121200.png,train,Vollguss/Pickelloch belueftet
100140500.png,train,Vollguss/Handgriff geschlossen
100034000.png,train,Gussbeton/Pickelloch geschlossen
100214300.png,train,Vollguss/Pickelloch geschlossen
100044700.png,train,Vollguss/Pickelloch geschlossen
100068600.png,train,Rost/Strassenrost
100099100.png,train,Rost/Einlauf rund
100010300.png,train,Vollguss/Pickelloch geschlossen
100083500.png,train,Rost/Strassenrost
100113600.png,train,Rost/Strassenrost
