image,transforms,set,label
100002800.png,flipv_raff_rcont,train,Rost/Strassenrost
100002800.png,orig_pers_raff,train,Rost/Strassenrost
100188500.png,blur_fliph_pers,train,Rost/Strassenrost
100188500.png,fliph_orig_rcrop,train,Rost/Strassenrost
100043500.png,flipv_pers_raff,train,Rost/Strassenrost
100043500.png,blur_orig_rot,train,Rost/Strassenrost
100034700.png,raff_rcrop_rinv,train,Rost/Strassenrost
100034700.png,rcont_rcrop_rshrp,train,Rost/Strassenrost
100067100.png,fliph_orig_rinv,train,Rost/Strassenrost
100067100.png,pers_rinv_rshrp,train,Rost/Strassenrost
100097000.png,raff_rcont_rot,train,Rost/Strassenrost
100097000.png,raff_rcrop_rinv,train,Rost/Strassenrost
100056900.png,pers_rcont_rot,train,Rost/Strassenrost
100056900.png,blur_fliph_pers,train,Rost/Strassenrost
100193100.png,fliph_jit_rot,train,Rost/Strassenrost
100193100.png,orig_rcont_rcrop,train,Rost/Strassenrost
100130900.png,orig_rcont_rot,train,Rost/Strassenrost
100130900.png,pers_rcont_rot,train,Rost/Strassenrost
100002300.png,flipv_raff_rcrop,train,Rost/Strassenrost
100002300.png,fliph_pers_rot,train,Rost/Strassenrost
100165700.png,blur_pers_rcont,train,Rost/Strassenrost
100165700.png,blur_rcrop_rinv,train,Rost/Strassenrost
100195600.png,blur_raff_rshrp,train,Rost/Strassenrost
100195600.png,flipv_orig_rot,train,Rost/Strassenrost
100136900.png,jit_raff_rot,train,Rost/Strassenrost
100136900.png,fliph_flipv_rcont,train,Rost/Strassenrost
100189100.png,blur_rinv_rot,train,Rost/Strassenrost
100189100.png,fliph_flipv_orig,train,Rost/Strassenrost
100117100.png,fliph_rcont_rinv,train,Rost/Strassenrost
100117100.png,fliph_jit_rcrop,train,Rost/Strassenrost
100181900.png,blur_raff_rcrop,train,Rost/Strassenrost
100181900.png,raff_rinv_rshrp,train,Rost/Strassenrost
100031100.png,pers_raff_rinv,train,Rost/Strassenrost
100031100.png,fliph_pers_raff,train,Rost/Strassenrost
100209200.png,flipv_orig_rinv,train,Vollguss/Handgriff geschlossen
100209200.png,flipv_raff_rinv,train,Vollguss/Handgriff geschlossen
100146200.png,jit_raff_rcrop,train,Vollguss/Handgriff geschlossen
100146200.png,rcrop_rinv_rot,train,Vollguss/Handgriff geschlossen
100020600.png,fliph_rcont_rot,train,Vollguss/Handgriff geschlossen
100020600.png,flipv_pers_rcont,train,Vollguss/Handgriff geschlossen
100007900.png,fliph_rinv_rshrp,train,Vollguss/Handgriff geschlossen
100007900.png,blur_raff_rinv,train,Vollguss/Handgriff geschlossen
100148400.png,flipv_jit_rcont,train,Vollguss/Handgriff geschlossen
100148400.png,flipv_rinv_rshrp,train,Vollguss/Handgriff geschlossen
100162600.png,flipv_orig_rshrp,train,Vollguss/Handgriff geschlossen
100162600.png,flipv_raff_rcrop,train,Vollguss/Handgriff geschlossen
100006700.png,fliph_pers_rot,train,Vollguss/Handgriff geschlossen
100006700.png,pers_rcont_rinv,train,Vollguss/Handgriff geschlossen
100119100.png,fliph_orig_rshrp,train,Vollguss/Handgriff geschlossen
100119100.png,blur_jit_orig,train,Vollguss/Handgriff geschlossen
100099000.png,fliph_flipv_jit,train,Vollguss/Handgriff geschlossen
100099000.png,blur_jit_rot,train,Vollguss/Handgriff geschlossen
100033600.png,flipv_raff_rinv,train,Vollguss/Handgriff geschlossen
100033600.png,raff_rcont_rinv,train,Vollguss/Handgriff geschlossen
100213900.png,pers_raff_rinv,train,Vollguss/Handgriff geschlossen
100213900.png,pers_raff_rot,train,Vollguss/Handgriff geschlossen
100165000.png,fliph_flipv_rshrp,train,Vollguss/Handgriff geschlossen
100165000.png,fliph_raff_rcont,train,Vollguss/Handgriff geschlossen
100018300.png,jit_raff_rinv,train,Vollguss/Handgriff geschlossen
100018300.png,blur_flipv_raff,train,Vollguss/Handgriff geschlossen
100049000.png,flipv_rcrop_rshrp,train,Vollguss/Handgriff geschlossen
100049000.png,blur_flipv_rot,train,Vollguss/Handgriff geschlossen
100211900.png,flipv_orig_rcont,train,Vollguss/Handgriff geschlossen
100211900.png,fliph_jit_rcont,train,Vollguss/Handgriff geschlossen
100122200.png,blur_pers_rshrp,train,Vollguss/Handgriff geschlossen
100122200.png,flipv_rcont_rcrop,train,Vollguss/Handgriff geschlossen
100034500.png,pers_rcrop_rot,train,Vollguss/Handgriff geschlossen
100034500.png,jit_pers_rcrop,train,Vollguss/Handgriff geschlossen
100081900.png,raff_rcrop_rot,train,Vollguss/Handgriff geschlossen
100081900.png,jit_orig_rcont,train,Vollguss/Handgriff geschlossen
100046500.png,orig_raff_rcrop,train,Vollguss/Handgriff geschlossen
100046500.png,pers_rinv_rot,train,Vollguss/Handgriff geschlossen
100109500.png,orig_pers_raff,train,Vollguss/Handgriff geschlossen
100109500.png,blur_rcrop_rinv,train,Vollguss/Handgriff geschlossen
100087700.png,jit_pers_raff,train,Vollguss/Handgriff geschlossen
100087700.png,blur_rinv_rot,train,Vollguss/Handgriff geschlossen
100088600.png,fliph_jit_raff,train,Vollguss/Handgriff geschlossen
100097500.png,raff_rcont_rot,train,Vollguss/Handgriff geschlossen
100097500.png,orig_rcrop_rinv,train,Vollguss/Handgriff geschlossen
100110500.png,fliph_pers_rcont,train,Vollguss/Handgriff geschlossen
100110500.png,jit_orig_rshrp,train,Vollguss/Handgriff geschlossen
100136600.png,fliph_pers_rcrop,train,Vollguss/Handgriff geschlossen
100136600.png,blur_rot_rshrp,train,Vollguss/Handgriff geschlossen
100066000.png,jit_pers_rot,train,Vollguss/Handgriff geschlossen
100066000.png,pers_raff_rot,train,Vollguss/Handgriff geschlossen
100167100.png,orig_rot_rshrp,train,Vollguss/Handgriff geschlossen
100167100.png,blur_raff_rshrp,train,Vollguss/Handgriff geschlossen
100128600.png,orig_rcont_rinv,train,Vollguss/Handgriff geschlossen
100128600.png,orig_pers_rcrop,train,Vollguss/Handgriff geschlossen
100108700.png,jit_rinv_rot,train,Vollguss/Handgriff geschlossen
100108700.png,jit_orig_raff,train,Vollguss/Handgriff geschlossen
100122500.png,jit_orig_rcont,train,Vollguss/Handgriff geschlossen
100122500.png,rcont_rcrop_rot,train,Vollguss/Handgriff geschlossen
100190000.png,blur_flipv_rcrop,train,Vollguss/Handgriff geschlossen
100190000.png,rcont_rcrop_rot,train,Vollguss/Handgriff geschlossen
100043200.png,flipv_orig_rshrp,train,Vollguss/Handgriff geschlossen
100043200.png,orig_rot_rshrp,train,Vollguss/Handgriff geschlossen
100165400.png,orig_rcrop_rshrp,train,Vollguss/Handgriff geschlossen
100165400.png,rcont_rot_rshrp,train,Vollguss/Handgriff geschlossen
100065200.png,blur_flipv_jit,train,Vollguss/Handgriff geschlossen
100065200.png,rcrop_rot_rshrp,train,Vollguss/Handgriff geschlossen
100113500.png,pers_rcrop_rot,train,Vollguss/Handgriff geschlossen
100113500.png,jit_orig_rcrop,train,Vollguss/Handgriff geschlossen
100137400.png,fliph_orig_rot,train,Vollguss/Handgriff geschlossen
100137400.png,fliph_pers_rinv,train,Vollguss/Handgriff geschlossen
100077100.png,fliph_flipv_rinv,train,Vollguss/Handgriff geschlossen
100077100.png,pers_rcrop_rinv,train,Vollguss/Handgriff geschlossen
100061400.png,flipv_rcrop_rot,train,Vollguss/Handgriff geschlossen
100061400.png,blur_orig_rinv,train,Vollguss/Handgriff geschlossen
100051500.png,fliph_flipv_rot,train,Vollguss/Handgriff geschlossen
100051500.png,pers_raff_rcont,train,Vollguss/Handgriff geschlossen
100102300.png,raff_rcrop_rinv,train,Vollguss/Handgriff geschlossen
100102300.png,rcont_rot_rshrp,train,Vollguss/Handgriff geschlossen
100032000.png,fliph_rcont_rcrop,train,Vollguss/Handgriff geschlossen
100032000.png,fliph_orig_rcont,train,Vollguss/Handgriff geschlossen
100144900.png,raff_rinv_rot,train,Vollguss/Handgriff geschlossen
100144900.png,jit_raff_rinv,train,Vollguss/Handgriff geschlossen
100121800.png,flipv_orig_rot,train,Vollguss/Handgriff geschlossen
100121800.png,raff_rcrop_rshrp,train,Vollguss/Handgriff geschlossen
100100900.png,pers_rcrop_rinv,train,Vollguss/Handgriff geschlossen
100100900.png,jit_orig_rshrp,train,Vollguss/Handgriff geschlossen
100062300.png,blur_raff_rshrp,train,Vollguss/Handgriff geschlossen
100062300.png,fliph_orig_rinv,train,Vollguss/Handgriff geschlossen
100189200.png,flipv_orig_rcont,train,Vollguss/Handgriff geschlossen
100189200.png,blur_fliph_jit,train,Vollguss/Handgriff geschlossen
100197000.png,fliph_raff_rshrp,train,Vollguss/Handgriff geschlossen
100197000.png,orig_rot_rshrp,train,Vollguss/Handgriff geschlossen
100133100.png,flipv_jit_rinv,train,Vollguss/Handgriff geschlossen
100133100.png,fliph_orig_raff,train,Vollguss/Handgriff geschlossen
100091600.png,blur_rinv_rot,train,Vollguss/Handgriff geschlossen
100091600.png,rinv_rot_rshrp,train,Vollguss/Handgriff geschlossen
100131200.png,jit_rcont_rinv,train,Vollguss/Handgriff geschlossen
100131200.png,fliph_rinv_rot,train,Vollguss/Handgriff geschlossen
100104400.png,pers_raff_rcont,train,Vollguss/Handgriff geschlossen
100104400.png,blur_orig_raff,train,Vollguss/Handgriff geschlossen
100203100.png,orig_raff_rshrp,train,Vollguss/Handgriff geschlossen
100203100.png,fliph_jit_raff,train,Vollguss/Handgriff geschlossen
100094900.png,jit_orig_rot,train,Vollguss/Handgriff geschlossen
100094900.png,flipv_pers_rcrop,train,Vollguss/Handgriff geschlossen
100087400.png,blur_orig_rot,train,Vollguss/Handgriff geschlossen
100087400.png,orig_rinv_rot,train,Vollguss/Handgriff geschlossen
100094400.png,blur_fliph_flipv,train,Vollguss/Handgriff geschlossen
100094400.png,flipv_raff_rot,train,Vollguss/Handgriff geschlossen
100021200.png,blur_orig_rshrp,train,Vollguss/Handgriff geschlossen
100021200.png,pers_rot_rshrp,train,Vollguss/Handgriff geschlossen
100056500.png,blur_rcont_rcrop,train,Vollguss/Handgriff geschlossen
100056500.png,blur_fliph_orig,train,Vollguss/Handgriff geschlossen
100193300.png,flipv_orig_rinv,train,Vollguss/Handgriff geschlossen
100193300.png,flipv_pers_rot,train,Vollguss/Handgriff geschlossen
100093500.png,pers_rcont_rinv,train,Vollguss/Handgriff geschlossen
100093500.png,fliph_flipv_raff,train,Vollguss/Handgriff geschlossen
100089100.png,jit_rcrop_rot,train,Vollguss/Handgriff geschlossen
100089100.png,blur_flipv_jit,train,Vollguss/Handgriff geschlossen
100211100.png,raff_rcrop_rshrp,train,Vollguss/Handgriff geschlossen
100211100.png,blur_rcrop_rinv,train,Vollguss/Handgriff geschlossen
100128900.png,orig_pers_rshrp,train,Vollguss/Handgriff geschlossen
100128900.png,flipv_rinv_rshrp,train,Vollguss/Handgriff geschlossen
100155500.png,flipv_pers_rshrp,train,Vollguss/Handgriff geschlossen
100155500.png,pers_raff_rinv,train,Vollguss/Handgriff geschlossen
100155600.png,blur_rcont_rinv,train,Vollguss/Handgriff geschlossen
100155600.png,jit_rinv_rshrp,train,Vollguss/Handgriff geschlossen
100094600.png,blur_jit_rinv,train,Vollguss/Handgriff geschlossen
100094600.png,flipv_jit_rot,train,Vollguss/Handgriff geschlossen
100172900.png,fliph_jit_rshrp,train,Vollguss/Handgriff geschlossen
100172900.png,jit_rcont_rot,train,Vollguss/Handgriff geschlossen
100105000.png,blur_orig_rinv,train,Vollguss/Handgriff geschlossen
100105000.png,fliph_jit_pers,train,Vollguss/Handgriff geschlossen
100206900.png,jit_rcont_rot,train,Vollguss/Handgriff geschlossen
100206900.png,fliph_orig_raff,train,Vollguss/Handgriff geschlossen
100139500.png,orig_pers_rcrop,train,Vollguss/Handgriff geschlossen
100139500.png,flipv_raff_rshrp,train,Vollguss/Handgriff geschlossen
100194600.png,flipv_raff_rshrp,train,Vollguss/Handgriff geschlossen
100194600.png,blur_jit_rcrop,train,Vollguss/Handgriff geschlossen
100208500.png,blur_rcrop_rshrp,train,Vollguss/Handgriff geschlossen
100208500.png,fliph_flipv_rcont,train,Vollguss/Handgriff geschlossen
100204200.png,fliph_raff_rcont,train,Vollguss/Handgriff geschlossen
100204200.png,jit_rcont_rcrop,train,Vollguss/Handgriff geschlossen
100143200.png,raff_rinv_rshrp,train,Vollguss/Handgriff geschlossen
100143200.png,jit_orig_pers,train,Vollguss/Handgriff geschlossen
100013300.png,fliph_pers_rcont,train,Vollguss/Handgriff geschlossen
100013300.png,flipv_raff_rcrop,train,Vollguss/Handgriff geschlossen
100029500.png,flipv_jit_pers,train,Vollguss/Handgriff geschlossen
100029500.png,flipv_rcont_rot,train,Vollguss/Handgriff geschlossen
100029200.png,pers_raff_rshrp,train,Vollguss/Handgriff geschlossen
100029200.png,blur_flipv_pers,train,Vollguss/Handgriff geschlossen
100059100.png,fliph_raff_rinv,train,Vollguss/Handgriff geschlossen
100059100.png,orig_rcrop_rot,train,Vollguss/Handgriff geschlossen
100127800.png,blur_orig_rshrp,train,Vollguss/Handgriff geschlossen
100127800.png,pers_rcont_rcrop,train,Vollguss/Handgriff geschlossen
100025100.png,pers_rot_rshrp,train,Vollguss/Handgriff geschlossen
100025100.png,rcont_rinv_rshrp,train,Vollguss/Handgriff geschlossen
100083400.png,jit_pers_raff,train,Vollguss/Handgriff geschlossen
100083400.png,raff_rinv_rot,train,Vollguss/Handgriff geschlossen
100052400.png,flipv_rcrop_rot,train,Vollguss/Handgriff geschlossen
100052400.png,blur_pers_rcont,train,Vollguss/Handgriff geschlossen
100129400.png,blur_flipv_jit,train,Vollguss/Handgriff geschlossen
100129400.png,fliph_raff_rshrp,train,Vollguss/Handgriff geschlossen
100141600.png,flipv_jit_pers,train,Vollguss/Handgriff geschlossen
100141600.png,blur_jit_rcrop,train,Vollguss/Handgriff geschlossen
100210000.png,blur_fliph_rshrp,train,Vollguss/Handgriff geschlossen
100210000.png,orig_pers_rcont,train,Vollguss/Handgriff geschlossen
100140700.png,orig_raff_rcont,train,Vollguss/Handgriff geschlossen
100140700.png,orig_rcrop_rinv,train,Vollguss/Handgriff geschlossen
100186900.png,orig_rot_rshrp,train,Vollguss/Handgriff geschlossen
100186900.png,fliph_rcrop_rshrp,train,Vollguss/Handgriff geschlossen
100165100.png,flipv_rinv_rshrp,train,Vollguss/Handgriff geschlossen
100165100.png,raff_rcont_rshrp,train,Vollguss/Handgriff geschlossen
100201700.png,flipv_orig_pers,train,Vollguss/Handgriff geschlossen
100201700.png,flipv_orig_rinv,train,Vollguss/Handgriff geschlossen
100027300.png,blur_fliph_pers,train,Vollguss/Handgriff geschlossen
100027300.png,fliph_rinv_rshrp,train,Vollguss/Handgriff geschlossen
100076200.png,flipv_orig_rshrp,train,Vollguss/Handgriff geschlossen
100076200.png,fliph_rinv_rot,train,Vollguss/Handgriff geschlossen
100124300.png,pers_rcrop_rot,train,Vollguss/Handgriff geschlossen
100124300.png,jit_rcont_rcrop,train,Vollguss/Handgriff geschlossen
100044600.png,flipv_rcrop_rot,train,Vollguss/Handgriff geschlossen
100044600.png,blur_raff_rinv,train,Vollguss/Handgriff geschlossen
100201000.png,blur_raff_rcrop,train,Vollguss/Handgriff geschlossen
100201000.png,blur_orig_raff,train,Vollguss/Handgriff geschlossen
100101800.png,jit_raff_rcrop,train,Vollguss/Handgriff geschlossen
100101800.png,fliph_raff_rshrp,train,Vollguss/Handgriff geschlossen
100020900.png,blur_fliph_rcrop,train,Vollguss/Handgriff geschlossen
100020900.png,blur_orig_rcont,train,Vollguss/Handgriff geschlossen
100008600.png,blur_raff_rot,train,Vollguss/Handgriff geschlossen
100008600.png,blur_raff_rcont,train,Vollguss/Handgriff geschlossen
100172700.png,orig_rcont_rcrop,train,Vollguss/Handgriff geschlossen
100172700.png,fliph_rcont_rshrp,train,Vollguss/Handgriff geschlossen
100205700.png,orig_pers_raff,train,Vollguss/Handgriff geschlossen
100205700.png,flipv_raff_rshrp,train,Vollguss/Handgriff geschlossen
100049900.png,fliph_orig_rcrop,train,Vollguss/Handgriff geschlossen
100049900.png,jit_rcrop_rshrp,train,Vollguss/Handgriff geschlossen
100021300.png,fliph_rcont_rshrp,train,Vollguss/Handgriff geschlossen
100021300.png,jit_raff_rot,train,Vollguss/Handgriff geschlossen
100030400.png,jit_rcrop_rot,train,Vollguss/Handgriff geschlossen
100030400.png,jit_rinv_rshrp,train,Vollguss/Handgriff geschlossen
100165500.png,blur_jit_raff,train,Vollguss/Handgriff geschlossen
100165500.png,jit_rcont_rshrp,train,Vollguss/Handgriff geschlossen
100055500.png,flipv_rinv_rot,train,Vollguss/Handgriff geschlossen
100055500.png,rcont_rot_rshrp,train,Vollguss/Handgriff geschlossen
100156000.png,blur_fliph_jit,train,Vollguss/Handgriff geschlossen
100156000.png,blur_rinv_rot,train,Vollguss/Handgriff geschlossen
100019500.png,fliph_pers_rinv,train,Vollguss/Handgriff geschlossen
100111900.png,fliph_jit_orig,train,Vollguss/Handgriff geschlossen
100111900.png,flipv_raff_rcrop,train,Vollguss/Handgriff geschlossen
100172400.png,raff_rcrop_rinv,train,Vollguss/Handgriff geschlossen
100172400.png,jit_rcont_rshrp,train,Vollguss/Handgriff geschlossen
100058600.png,fliph_rinv_rot,train,Vollguss/Handgriff geschlossen
100058600.png,fliph_orig_rshrp,train,Vollguss/Handgriff geschlossen
100092700.png,orig_rcont_rcrop,train,Vollguss/Handgriff geschlossen
100092700.png,fliph_orig_raff,train,Vollguss/Handgriff geschlossen
100075400.png,jit_pers_rot,train,Vollguss/Handgriff geschlossen
100075400.png,jit_rcont_rcrop,train,Vollguss/Handgriff geschlossen
100124700.png,fliph_orig_rcrop,train,Vollguss/Handgriff geschlossen
100124700.png,blur_fliph_jit,train,Vollguss/Handgriff geschlossen
100198600.png,blur_jit_raff,train,Vollguss/Handgriff geschlossen
100198600.png,flipv_orig_rcont,train,Vollguss/Handgriff geschlossen
100185300.png,flipv_pers_rshrp,train,Vollguss/Handgriff geschlossen
100185300.png,raff_rcont_rshrp,train,Vollguss/Handgriff geschlossen
100033100.png,rcont_rcrop_rinv,train,Vollguss/Handgriff geschlossen
100033100.png,blur_orig_raff,train,Vollguss/Handgriff geschlossen
100015900.png,blur_rcrop_rot,train,Vollguss/Handgriff geschlossen
100015900.png,blur_pers_raff,train,Vollguss/Handgriff geschlossen
100115600.png,blur_raff_rot,train,Vollguss/Handgriff geschlossen
100115600.png,flipv_orig_pers,train,Vollguss/Handgriff geschlossen
100046100.png,pers_rcont_rot,train,Vollguss/Handgriff geschlossen
100046100.png,flipv_jit_pers,train,Vollguss/Handgriff geschlossen
100213800.png,flipv_orig_rcont,train,Vollguss/Handgriff geschlossen
100213800.png,fliph_rot_rshrp,train,Vollguss/Handgriff geschlossen
100001700.png,blur_rcrop_rot,train,Vollguss/Handgriff geschlossen
100001700.png,raff_rcont_rshrp,train,Vollguss/Handgriff geschlossen
100055100.png,rcrop_rot_rshrp,train,Vollguss/Handgriff geschlossen
100055100.png,fliph_pers_rot,train,Vollguss/Handgriff geschlossen
100115200.png,blur_orig_rshrp,train,Vollguss/Handgriff geschlossen
100115200.png,orig_rcont_rinv,train,Vollguss/Handgriff geschlossen
100159500.png,jit_orig_raff,train,Vollguss/Handgriff geschlossen
100159500.png,fliph_jit_raff,train,Vollguss/Handgriff geschlossen
100086500.png,jit_pers_rcrop,train,Vollguss/Handgriff geschlossen
100086500.png,pers_rcont_rshrp,train,Vollguss/Handgriff geschlossen
100133400.png,pers_raff_rcont,train,Vollguss/Handgriff geschlossen
100133400.png,jit_rinv_rot,train,Vollguss/Handgriff geschlossen
100142300.png,flipv_raff_rcont,train,Vollguss/Handgriff geschlossen
100142300.png,jit_raff_rot,train,Vollguss/Handgriff geschlossen
100100700.png,pers_raff_rshrp,train,Vollguss/Handgriff geschlossen
100100700.png,flipv_rcont_rcrop,train,Vollguss/Handgriff geschlossen
100028300.png,blur_pers_rcrop,train,Vollguss/Handgriff geschlossen
100028300.png,jit_orig_rshrp,train,Vollguss/Handgriff geschlossen
100188200.png,raff_rcrop_rot,train,Vollguss/Handgriff geschlossen
100188200.png,fliph_flipv_rinv,train,Vollguss/Handgriff geschlossen
100115000.png,pers_rcrop_rot,train,Vollguss/Handgriff geschlossen
100115000.png,blur_fliph_raff,train,Vollguss/Handgriff geschlossen
100157400.png,blur_raff_rshrp,train,Vollguss/Handgriff geschlossen
100157400.png,pers_raff_rcrop,train,Vollguss/Handgriff geschlossen
100117600.png,flipv_pers_raff,train,Vollguss/Handgriff geschlossen
100117600.png,fliph_flipv_orig,train,Vollguss/Handgriff geschlossen
100201500.png,orig_pers_rot,train,Vollguss/Handgriff geschlossen
100201500.png,jit_rcont_rinv,train,Vollguss/Handgriff geschlossen
100127700.png,orig_raff_rinv,train,Vollguss/Handgriff geschlossen
100127700.png,fliph_jit_orig,train,Vollguss/Handgriff geschlossen
100168600.png,jit_rcont_rot,train,Vollguss/Handgriff geschlossen
100168600.png,fliph_rot_rshrp,train,Vollguss/Handgriff geschlossen
100162100.png,orig_pers_rinv,train,Vollguss/Handgriff geschlossen
100162100.png,fliph_rinv_rot,train,Vollguss/Handgriff geschlossen
100041700.png,fliph_pers_rcrop,train,Vollguss/Handgriff geschlossen
100041700.png,blur_flipv_orig,train,Vollguss/Handgriff geschlossen
100184700.png,fliph_rcont_rshrp,train,Vollguss/Handgriff geschlossen
100184700.png,raff_rcont_rcrop,train,Vollguss/Handgriff geschlossen
100095300.png,blur_fliph_flipv,train,Vollguss/Handgriff geschlossen
